06210, 20160414, 1830,        10Min,          D1H,              , 22064,
06210, 20160414, 1830,        10Min,          Q1H,         16.68,     0,
06210, 20160414, 1830,        10Min,         R12H,          .004,     0,
06210, 20160414, 1830,        10Min,          R1H,             0,     0,
06210, 20160414, 1830,        10Min,         R24H,          .004,     0,
06210, 20160414, 1830,        10Min,          R6H,             0,     0,
06210, 20160414, 1830,        10Min,        Sav1H,      2.527667,     0,
06210, 20160414, 1830,        10Min,        Sax1H,          3.44,     0,
06210, 20160414, 1830,        10Min,        Sax3H,          3.44,     0,
06210, 20160414, 1830,        10Min,        Sax6H,          5.44,     0,
06210, 20160414, 1830,        10Min,         Sx1H,          4.14,     0,
06210, 20160414, 1830,        10Min,         Sx3H,          4.14,     0,
06210, 20160414, 1830,        10Min,         Sx6H,          6.84,     0,
06210, 20160414, 1830,        10Min,        Tgn12,           7.9,     0,
06210, 20160414, 1830,        10Min,        Tgn14,             5,     0,
06210, 20160414, 1830,        10Min,         Tgn6,           8.2,     0,
06210, 20160414, 1830,        10Min,         Tn12,           8.1,     0,
06210, 20160414, 1830,        10Min,         Tn14,           6.3,     0,
06210, 20160414, 1830,        10Min,          Tn6,          10.7,     0,
06210, 20160414, 1830,        10Min,         Tx12,            15,     0,
06210, 20160414, 1830,        10Min,         Tx24,            15,     0,
06210, 20160414, 1830,        10Min,          Tx6,            15,     0,
06210, 20160414, 1830,        10Min,          W10,              , 22064,
06210, 20160414, 1830,        10Min,       W10-10,              , 22064,
06210, 20160414, 1830,        10Min,           dd,          20.5,     0,
06210, 20160414, 1830,        10Min,           dr,             0,     0,
06210, 20160414, 1830,        10Min,          dsd,           6.8,     0,
06210, 20160414, 1830,        10Min,           ff,          1.77,     0,
06210, 20160414, 1830,        10Min,          ffs,          1.77,     0,
06210, 20160414, 1830,        10Min,          fsd,           .26,     0,
06210, 20160414, 1830,        10Min,           fx,          3.23,     0,
06210, 20160414, 1830,        10Min,          fxs,          3.23,     0,
06210, 20160414, 1830,        10Min,          gff,          2.39,     0,
06210, 20160414, 1830,        10Min,         gffs,          2.39,     0,
06210, 20160414, 1830,        10Min,            h,              , 22064,
06210, 20160414, 1830,        10Min,           h1,              , 22064,
06210, 20160414, 1830,        10Min,           h2,              , 22064,
06210, 20160414, 1830,        10Min,           h3,              , 22064,
06210, 20160414, 1830,        10Min,           hc,              , 22064,
06210, 20160414, 1830,        10Min,          hc1,              , 22064,
06210, 20160414, 1830,        10Min,          hc2,              , 22064,
06210, 20160414, 1830,        10Min,          hc3,              , 22064,
06210, 20160414, 1830,        10Min,           hm,              , 22064,
06210, 20160414, 1830,        10Min,          hm1,              , 22064,
06210, 20160414, 1830,        10Min,          hm2,              , 22064,
06210, 20160414, 1830,        10Min,          hm3,              , 22064,
06210, 20160414, 1830,        10Min,            n,              , 22064,
06210, 20160414, 1830,        10Min,           n1,              , 22064,
06210, 20160414, 1830,        10Min,           n2,              , 22064,
06210, 20160414, 1830,        10Min,           n3,              , 22064,
06210, 20160414, 1830,        10Min,           nc,              , 22064,
06210, 20160414, 1830,        10Min,          nc1,              , 22064,
06210, 20160414, 1830,        10Min,          nc2,              , 22064,
06210, 20160414, 1830,        10Min,          nc3,              , 22064,
06210, 20160414, 1830,        10Min,          nhc,              , 22064,
06210, 20160414, 1830,        10Min,           nm,              , 22064,
06210, 20160414, 1830,        10Min,          nm1,              , 22064,
06210, 20160414, 1830,        10Min,          nm2,              , 22064,
06210, 20160414, 1830,        10Min,          nm3,              , 22064,
06210, 20160414, 1830,        10Min,           p0,      1009.492,     0,
06210, 20160414, 1830,        10Min,           pg,              , 22048,
06210, 20160414, 1830,        10Min,           pp,      1009.468,     0,
06210, 20160414, 1830,        10Min,           pr,              , 22048,
06210, 20160414, 1830,        10Min,           ps,        1009.2,     0,
06210, 20160414, 1830,        10Min,          pwc,              , 22064,
06210, 20160414, 1830,        10Min,           qg,             9,     0,
06210, 20160414, 1830,        10Min,          qgn,             5,     0,
06210, 20160414, 1830,        10Min,          qgx,            14,     0,
06210, 20160414, 1830,        10Min,          qnh,      1009.468,     0,
